pid,last_retrive,likenum,reply,text,time,type
5141629,,1,0,杰哥现在人多吗,2023-06-08 01:05:10,text
5141629,,1,0,杰哥现在人多吗,2023-06-08 01:05:10,text
5141630,,1,0,"#铁协
尝试诱捕一些没睡的铁协大佬解答个问题
有没有啥办法查到一年前的某天某列高铁担当的车次啊
交路查询似乎只能查几天前的",2023-06-08 01:05:42,text
5141630,,1,0,"#铁协
尝试诱捕一些没睡的铁协大佬解答个问题
有没有啥办法查到一年前的某天某列高铁担当的车次啊
交路查询似乎只能查几天前的",2023-06-08 01:05:42,text
5141631,,5,11,"小冰7.5身高181体重66的男生脱单的话在外貌上什么水平啊
暂且抛开性格，纯外形是占优还是劣势呢",2023-06-08 01:05:44,text
5141631,,5,11,"小冰7.5身高181体重66的男生脱单的话在外貌上什么水平啊
暂且抛开性格，纯外形是占优还是劣势呢",2023-06-08 01:05:44,text
5141632,,4,2,"我以前也觉得活在这世上没什么意思（好几周前），不知道每天活着是了为什么。但是后来开始去看心理医生，现在这两三周心情很好，每天都活的很有意思，再也不会去觉得活着没有意思了。

第一、我开始微信上和我爸妈倾诉了（我以前和爸妈不说话，冷战中的），并且痛哭了很久，完全地发泄了。
第二、从朋友那里得到了归属感（或者说有朋友团体了，不觉得自己孤独了？）
第三、和心理医生交流还是有点作用的。理解了不需要去问为什么，而是要多去用自己的感官去感受，尽量放大自己的五官（和感受）
 
暂时想不到那么多了，后续",2023-06-08 01:06:33,text
5141632,,4,2,"我以前也觉得活在这世上没什么意思（好几周前），不知道每天活着是了为什么。但是后来开始去看心理医生，现在这两三周心情很好，每天都活的很有意思，再也不会去觉得活着没有意思了。

第一、我开始微信上和我爸妈倾诉了（我以前和爸妈不说话，冷战中的），并且痛哭了很久，完全地发泄了。
第二、从朋友那里得到了归属感（或者说有朋友团体了，不觉得自己孤独了？）
第三、和心理医生交流还是有点作用的。理解了不需要去问为什么，而是要多去用自己的感官去感受，尽量放大自己的五官（和感受）
 
暂时想不到那么多了，后续",2023-06-08 01:06:33,text
5141633,,5,9,"5141275
还记得后面她和我说她为第二天的毕业晚会准备了两件裙子，问我哪一件好看，我回她说黑色那件好看。于是在8号晚上各班的晚会结束后，她穿着那件黑色裙子来找我，那晚她真的好好看。",2023-06-08 01:06:36,text
5141633,,5,9,"5141275
还记得后面她和我说她为第二天的毕业晚会准备了两件裙子，问我哪一件好看，我回她说黑色那件好看。于是在8号晚上各班的晚会结束后，她穿着那件黑色裙子来找我，那晚她真的好好看。",2023-06-08 01:06:36,text
5141634,,5,15,给子，没睡，准备睡了，聊聊天,2023-06-08 01:07:30,text
5141634,,5,15,给子，没睡，准备睡了，聊聊天,2023-06-08 01:07:30,text
5141635,,1,0,艺园的紫米煎饼现在在燕南吗,2023-06-08 01:07:52,text
5141635,,1,0,艺园的紫米煎饼现在在燕南吗,2023-06-08 01:07:52,text
5141636,,2,2,好饿，想出去吃mcd了😭😭😭😭,2023-06-08 01:09:18,text
5141636,,2,2,好饿，想出去吃mcd了😭😭😭😭,2023-06-08 01:09:18,text
5141637,,3,31,"5141566
捞",2023-06-08 01:09:21,text
5141637,,3,31,"5141566
捞",2023-06-08 01:09:21,text
5141638,,5,4,"5141275
感觉原dz一样，和高中时候的那个人还是有没说尽的话，甚至可能ta也不知道我喜欢ta
（不过ta应该确实不喜欢我，或者对恋爱无感，要不然应该早告白了）",2023-06-08 01:09:56,text
5141638,,5,4,"5141275
感觉原dz一样，和高中时候的那个人还是有没说尽的话，甚至可能ta也不知道我喜欢ta
（不过ta应该确实不喜欢我，或者对恋爱无感，要不然应该早告白了）",2023-06-08 01:09:56,text
5141639,,4,1,高考作弊被撵出来了 幸好穿了情趣内衣 在考场外面站了一小时街 赚得盆满钵满 比上大学有意义多了,2023-06-08 01:10:13,text
5141639,,4,1,高考作弊被撵出来了 幸好穿了情趣内衣 在考场外面站了一小时街 赚得盆满钵满 比上大学有意义多了,2023-06-08 01:10:13,text
5141640,,3,7,忍不了了,2023-06-08 01:11:09,text
5141640,,3,7,忍不了了,2023-06-08 01:11:09,text
5141640,,3,7,忍不了了,2023-06-08 01:11:09,text
5141640,,3,7,忍不了了,2023-06-08 01:11:09,text
5141641,,8,22,如何忘掉qny😭😭😭😭,2023-06-08 01:11:37,text
5141641,,8,22,如何忘掉qny😭😭😭😭,2023-06-08 01:11:37,text
5141642,,6,9,博士毕业第一作者发7篇论文，6篇1区top，一篇nature子刊，凝聚态物理专业，以后好就业吗。家里没什么钱帮不了我。,2023-06-08 01:12:21,text
5141642,,6,9,博士毕业第一作者发7篇论文，6篇1区top，一篇nature子刊，凝聚态物理专业，以后好就业吗。家里没什么钱帮不了我。,2023-06-08 01:12:21,text
5141643,,2,4,工院 怎么办 真的复习不完了 好焦虑好焦虑,2023-06-08 01:12:33,text
5141644,,4,4,好简单的小问题,2023-06-08 01:13:06,image
5141645,,3,1,"5133695
今天给他分享了好吃的
他跟我讨论了一下最近很受关注的羟基政策，貌似是不包含经济类的吧。然后我就问他，你除了这个有其他感兴趣的专业吗，还是打算考研/出国了？然后他回了一句：“转到你们xx也不是不可以”（xx是我的专业）🥺",2023-06-08 01:13:43,text
5141646,,1,1,5141599捞,2023-06-08 01:14:41,text
5141647,,1,3,每次青天会例观都有好多帅哥来参加,2023-06-08 01:14:55,text
5141648,,1,0,矿概竟然没查重吗,2023-06-08 01:14:59,text
5141649,,2,4,siri式聊天，对方不主动找我，我可以一直不理ta，一旦对方抛出话题，就可以叽里呱啦讲很久,2023-06-08 01:15:18,text
5141650,,3,26,明天开始就不喜欢你啦,2023-06-08 01:16:12,text
5141652,,2,5,喜欢一个人，然后默默付出，然后对方看不到我的默默付出无意间让我受委屈，于是我就莫名其妙生闷气,2023-06-08 01:16:29,text
5141653,,4,2,去年高考，数学考完心里很崩溃，喜欢的男生状态还挺好。我心想他常年第一，高考肯定也很稳，就开玩笑说，我大概去不了北大了，你帮我看看吧。他笑了笑没说话。结果我来了这里，他发挥失常，去了复旦。后来就没怎么联系了。,2023-06-08 01:16:58,text
5141654,,1,1,发现soul上的男生都喜欢用 嗯呐，男朋友也喜欢用…,2023-06-08 01:17:01,text
5141655,,2,1,md军训真的在延庆吗，搜了一下那里的条件我觉得我会客死他乡,2023-06-08 01:17:06,text
5141656,,5,7,"为啥军训基地都很烂呢 是故意折磨学生吗（真诚求问）
又不是没钱修好的，，，也不是没钱去好的，，，",2023-06-08 01:17:13,text
5141657,,3,4,"【访谈招募】
要求：生命科学学院20级或19级本科生，计划毕业就业或有申请保研经历者优先
人数：3人
访谈主要内容：保研及就业
时间：6月17号或18号，大概持续30-35min（具体时间与被访谈者协商后决定）
地点：校内（具体地点与被访谈者协商后决定）
酬劳：30r（可议，请吃饭或奶茶皆可）
声明：该访谈用于论文案例收集，将严格保证信息脱敏化，不会泄露被访谈者隐私，且访谈者有论文最终内容的知情权
洞内留号，欢迎有意者联系。以及非常希望有生科的前辈愿意接受访谈，感激不尽！（救救孩子吧🥺！）
tag:访谈  生科  毕业  就业 申请保研  论文写作  案例收集
借tag:被试",2023-06-08 01:17:21,text
5141658,,9,22,"#5141388
统计一下对恋爱aa的看法。dz男生，之前遇到的女生无论npy还是fwb都是欣然aa的。我承认比如在风险上男女的不对等，所以可以男生适当多支出一些。",2023-06-08 01:17:32,text
5141659,,1,2,好难过感觉被crush婉拒了，明明一直都相处不错期末季emo了,2023-06-08 01:18:17,text
5141660,,2,3,想找一个nvpy,2023-06-08 01:18:31,text
5141661,,3,3,"被fy专业课创死了
刑总背背背背背不完
背背背背背不完
文献综述还没写还没写还没写
债法中法史啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
法理啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
我为什么要来这里",2023-06-08 01:19:04,text
5141662,,2,0,大四选ics会事太多影响申请吗？不是信科的，但有双学位可以报,2023-06-08 01:19:20,text
5141663,,1,0,死社结课了吗,2023-06-08 01:19:40,text
5141664,,1,1,发现两个人的场不一样，一个敏感一个钝化，一个精致利己，一个不精致但也自私。渴求对方照顾自己的想法但又,2023-06-08 01:20:08,text
5141665,,3,25,popi一下，马上就睡！,2023-06-08 01:20:24,text
5141666,,1,0,事情一多就焦虑，一焦虑就睡不着觉。。。。这个点了还没睡着，这么搞下去还没找到工作就得秃。。。。。,2023-06-08 01:20:37,text
5141667,,3,5,校内夏令营导师推荐信重要吗，要是不那么重要我就写的水一点了qwq,2023-06-08 01:20:40,text
5141668,,4,10,好不容易鼓起勇气约他吃饭 结果他说和兄弟有约了哎,2023-06-08 01:20:41,text
5141669,,6,10,我考进来的普博，感觉北大本科的同学真的好优秀。,2023-06-08 01:21:12,text
5141670,,4,6,他好像没那么喜欢我了,2023-06-08 01:21:54,text
5141671,,5,10,好无聊又不想睡，有没有什么故事🕳️,2023-06-08 01:23:54,text
5141672,,1,0,玩原神可以缓解大部分焦虑,2023-06-08 01:24:18,text
5141673,,1,0,"Tomorrow is another day.
睡了睡了😭希望明天效率高一点（高数b复习咆哮中）",2023-06-08 01:24:19,text
5141674,,1,0,"想问一下一般劳务费会多久结呀？
之前做了海报，前几天老师说会给劳务费但是没说具体什么时候下来
呜呜dz还蛮想赶紧批下来呢",2023-06-08 01:24:47,text
5141675,,1,2,异地真折磨人，我也想谈一场学校里面的恋爱，唉，这见不到面也说不上话的。,2023-06-08 01:25:07,text
5141676,,1,0,这学期当助教，大多都是我主动找同学互动，只有两个主动找我问问题的。感觉他们有好多东西都不太会，想多讲一些内容，奈何时间有限只能作罢。还是很希望看到之前有些课大家在群里讨论的情形的，如今即使临近考试群里也依旧冷清。,2023-06-08 01:25:29,text
5141677,,3,6,啊，想抢阿根廷vs澳大利亚的票,2023-06-08 01:25:30,text
5141678,,5,6,"#信科强基
​我想到了一个卡bug的方法：假如有人是非强基的，gpa在类似90%一个不太可能推免的位置，但本校有老师非常非常想要他读研究生，那按照可以转入强基的说法，他可以转入强基然后应转段尽转段，这样原本因为gpa走不通的路，就可以通过强基实现和推免一样的效果了。（在转入强基这一步理论上有面试，但我觉得不会因为这个硬卡人，毕竟自己学校的学生都确定有人要了求求情感觉都可行吧）
​
​我觉得如果这样的话那信科的gpa以后除了评奖学金没啥用了，大家就卷科研，入学就直接去给老板打工，专业课只要保证60就行了……
​（好像这确实是强基“推动科研”的本意，乐）",2023-06-08 01:25:32,text
5141679,,2,6,买了一千多块钱的基金 亏了七十多,2023-06-08 01:26:51,text
5141681,,1,0,这强基计划还以为会有什么大动作呢，笑死了又是一个空壳计划，只管招人是吧，后续培养跟普通招进来的别无二致，就卡一个专业选择就是强基了是吧，还真是聚天下之人才，放养，最后筛之，强基则只是换了个专门化的筛网罢了，美其名曰:人才培养😅😅😅，好好好，国内基础学科什么时候能大范围站起来，让我们拭目以待😅😅😅,2023-06-08 01:27:11,text
5141682,,2,7,有没有男生愿意深夜来聊聊天的。我是一个有对象的男生，希望你不要介意呀😊,2023-06-08 01:27:31,text
5141683,,1,3,"【访谈招募】
要求：生命科学学院20级或19级本科生，计划毕业就业或有申请保研经历者优先
人数：3人
访谈主要内容：保研及就业
时间：6月17号或18号，大概持续30-35min（具体时间与被访谈者协商后决定）
地点：校内
（具体地点与被访谈者协商后决定）
酬劳：30-50r（视时间而定，可议，
                   或请吃饭或奶茶皆可）
声明：该访谈用于论文案例收集，将严格保证信息脱敏化，不会泄露被访谈者隐私，且访谈者有论文最终内容的知情权
洞内留号，欢迎有意者联系。以及非常希望有生科的前辈愿意接受访谈，感激不尽！（救救孩子吧🥺！）
tag:访谈  生科  毕业  就业 申请保研  论文写作  案例收集
借tag:被试",2023-06-08 01:27:44,text
5141684,,2,1,好喜欢微胖的妹妹,2023-06-08 01:28:10,text
5141685,,2,2,好喜欢微瘦的爷爷,2023-06-08 01:28:45,text
5141686,,1,0,"如果ddl压头
如果焦虑太盛
那就去解决吧
解决完之后睡得更香",2023-06-08 01:29:46,text
5141687,,2,9,男朋友23还谈过两段，多大概率是处呢🤔,2023-06-08 01:30:28,text
5141688,,2,0,"#5141676
甚至树洞上完全没有相关讨论，大概因为是研究生课",2023-06-08 01:30:56,text
5141689,,1,2,真希望我拥有遭遇在宿舍楼外此刻喧哗吵闹的不知道游客还是什么人时 直接打保卫部电话的勇气 而不是精神内耗地躺在床上,2023-06-08 01:31:15,text
5141690,,2,1,翻墙软件最近用不了了？？？,2023-06-08 01:31:21,text
5141691,,1,0,连杰伦都有遗憾，何况我呢,2023-06-08 01:31:47,text
5141691,,1,0,连杰伦都有遗憾，何况我呢,2023-06-08 01:31:47,text
5141693,,2,3,真的很压抑，不知道为啥打开短视频软件本来想散散心，结果刷几个就是社会新闻或者营销号，内容核心都是悲惨女性，本来好好的，越看越压抑，越看越心烦，我知道当女人苦，大可不必反复强调了,2023-06-08 01:31:58,text
5141693,,2,3,真的很压抑，不知道为啥打开短视频软件本来想散散心，结果刷几个就是社会新闻或者营销号，内容核心都是悲惨女性，本来好好的，越看越压抑，越看越心烦，我知道当女人苦，大可不必反复强调了,2023-06-08 01:31:58,text
5141694,,1,0,好想念被妈妈从背后抱住自己的感觉。而如今我只能抱紧被子。,2023-06-08 01:33:02,text
5141694,,1,0,好想念被妈妈从背后抱住自己的感觉。而如今我只能抱紧被子。,2023-06-08 01:33:02,text
5141695,,2,2,军队文职是骗局吗？为什么男朋友一直在想回山东军队文职,2023-06-08 01:33:37,text
5141695,,2,2,军队文职是骗局吗？为什么男朋友一直在想回山东军队文职,2023-06-08 01:33:37,text
5141696,,9,32,"大家身边优质的单身男生大概是啥样的
好奇555",2023-06-08 01:33:42,text
5141696,,9,32,"大家身边优质的单身男生大概是啥样的
好奇555",2023-06-08 01:33:42,text
5141697,,1,0,求问英语名著与电影作业ddl是什么时候呀,2023-06-08 01:34:12,text
5141697,,1,0,求问英语名著与电影作业ddl是什么时候呀,2023-06-08 01:34:12,text
5141698,,1,0,熬成习惯了，睡不着。也不是很想想你。,2023-06-08 01:34:21,text
5141698,,1,0,熬成习惯了，睡不着。也不是很想想你。,2023-06-08 01:34:21,text
5141699,,0,0,5141687,2023-06-08 01:35:00,text
5141699,,0,0,5141687,2023-06-08 01:35:00,text
5141700,,1,0,我对小组成员最大的疑问是，他们是怎么持续从文献中读出和文献讨论内容完全不沾边的东西的？,2023-06-08 01:35:14,text
5141700,,1,0,我对小组成员最大的疑问是，他们是怎么持续从文献中读出和文献讨论内容完全不沾边的东西的？,2023-06-08 01:35:14,text
5141701,,2,6,无所谓了,2023-06-08 01:35:20,text
5141701,,2,6,无所谓了,2023-06-08 01:35:20,text
5141702,,6,8,大胆发言 光华的多数课很好混 能选的都可以去水绩点,2023-06-08 01:35:43,text
5141702,,6,8,大胆发言 光华的多数课很好混 能选的都可以去水绩点,2023-06-08 01:35:43,text
5141703,,1,0,有没有一种可能，就是我跟她聊天多但话题都是你，我去找她倾诉是因为我不敢跟你说我喜欢你,2023-06-08 01:35:47,text
5141703,,1,0,有没有一种可能，就是我跟她聊天多但话题都是你，我去找她倾诉是因为我不敢跟你说我喜欢你,2023-06-08 01:35:47,text
5141704,,1,0,想看一些现代或者奇幻的男频小说，但是最近找的一些都是看到一半就弃了，一直找不到符合胃口的...,2023-06-08 01:35:56,text
5141704,,1,0,想看一些现代或者奇幻的男频小说，但是最近找的一些都是看到一半就弃了，一直找不到符合胃口的...,2023-06-08 01:35:56,text
5141705,,2,0,刚刚那个军训洞被删了？？？,2023-06-08 01:35:59,text
5141705,,2,0,刚刚那个军训洞被删了？？？,2023-06-08 01:35:59,text
5141706,,4,8,"想带一个高中小朋友来学校吃顿饭，是去家园二三楼普普通通吃一顿还是去家四勺西艺二这种地方去吃呢？
担心午饭时间勺西这种地方上菜太慢啦，小朋友还有其他行程。又觉得普普通通吃一顿是不是显得不够重视呀(有个前提是dz受过小朋友家长的照顾，所以想好好招待……
纠结ing.😖",2023-06-08 01:36:05,text
5141706,,4,8,"想带一个高中小朋友来学校吃顿饭，是去家园二三楼普普通通吃一顿还是去家四勺西艺二这种地方去吃呢？
担心午饭时间勺西这种地方上菜太慢啦，小朋友还有其他行程。又觉得普普通通吃一顿是不是显得不够重视呀(有个前提是dz受过小朋友家长的照顾，所以想好好招待……
纠结ing.😖",2023-06-08 01:36:05,text
5141707,,5,4,不行 还是相似🥺QAQ,2023-06-08 01:36:08,text
5141707,,5,4,不行 还是相似🥺QAQ,2023-06-08 01:36:08,text
5141708,,1,0,随便问问或许校内有同学出租三星s23ultra吗🥺🥺看演唱会想用,2023-06-08 01:36:08,text
5141708,,1,0,随便问问或许校内有同学出租三星s23ultra吗🥺🥺看演唱会想用,2023-06-08 01:36:08,text
5141709,,1,4,考完试准备回家喽,2023-06-08 01:36:18,text
5141709,,1,4,考完试准备回家喽,2023-06-08 01:36:18,text
5141710,,1,6,"听到家人安慰说“不挣钱没事 压力别太大 大不了躺平”……
感觉爸妈一直鼓励我多探索自己的兴趣 不要天天想着就业 但本菜鸡还是放不下出路焦虑……",2023-06-08 01:37:25,text
5141710,,1,6,"听到家人安慰说“不挣钱没事 压力别太大 大不了躺平”……
感觉爸妈一直鼓励我多探索自己的兴趣 不要天天想着就业 但本菜鸡还是放不下出路焦虑……",2023-06-08 01:37:25,text
5141711,,9,15,洞友帮忙判断一下，这个妹子是啥意思啊，没懂,2023-06-08 01:37:43,image
5141711,,9,15,洞友帮忙判断一下，这个妹子是啥意思啊，没懂,2023-06-08 01:37:43,image
5141712,,2,15,tla好烦，还要花钱。还是网恋比较划算。,2023-06-08 01:37:44,text
5141712,,2,15,tla好烦，还要花钱。还是网恋比较划算。,2023-06-08 01:37:44,text
5141713,,4,6,今天地概第一题选东边还是西边呀，dz查了一下好像台湾占了中国地震的大部分？,2023-06-08 01:38:51,text
5141713,,4,6,今天地概第一题选东边还是西边呀，dz查了一下好像台湾占了中国地震的大部分？,2023-06-08 01:38:51,text
5141714,,2,3,喜欢一个t开头的朋友快一年了,2023-06-08 01:41:47,text
5141714,,2,3,喜欢一个t开头的朋友快一年了,2023-06-08 01:41:47,text
5141715,,0,5,"5141711
逆天",2023-06-08 01:42:04,text
5141715,,0,5,"5141711
逆天",2023-06-08 01:42:04,text
5141716,,1,0,在石舫上掉了校园卡（还有绑在一起的钥匙和浴卡）🥲🥲去找的时候旁边的人告诉我有人帮我收起来放在一个地方了 可以告诉我放在哪里了吗！！,2023-06-08 01:42:10,text
5141716,,1,0,在石舫上掉了校园卡（还有绑在一起的钥匙和浴卡）🥲🥲去找的时候旁边的人告诉我有人帮我收起来放在一个地方了 可以告诉我放在哪里了吗！！,2023-06-08 01:42:10,text
5141716,,1,0,在石舫上掉了校园卡（还有绑在一起的钥匙和浴卡）🥲🥲去找的时候旁边的人告诉我有人帮我收起来放在一个地方了 可以告诉我放在哪里了吗！！,2023-06-08 01:42:10,text
5141716,,1,0,在石舫上掉了校园卡（还有绑在一起的钥匙和浴卡）🥲🥲去找的时候旁边的人告诉我有人帮我收起来放在一个地方了 可以告诉我放在哪里了吗！！,2023-06-08 01:42:10,text
5141717,,2,1,5053059 今天给自己休假了嘻嘻，收到了好多美美的返图，最近消息比较多可能回复不及时可以多戳戳我，感觉有一半是化完来找我要产品链接的，仿佛一个带货的美妆博主哈哈,2023-06-08 01:43:22,text
5141718,,1,0,健美操啥也不会啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊明天考试啊啊啊啊啊,2023-06-08 01:43:56,text
5141721,,0,1,有npy但还是对一个不知道姓名的人crush了，埋在心里面谁都不说的话慢慢会忘掉吧，但每次看到ta都会不由自主地紧张，还是我小时候那样子，唉,2023-06-08 01:45:55,text
5141722,,3,15,sb室友还在砸键盘😅,2023-06-08 01:46:22,text
5141723,,1,16,谈了多久可以问男朋友是不是处男？,2023-06-08 01:46:47,text
5141724,,1,0,0颗…,2023-06-08 01:48:00,image
5141725,,1,0,"5141716
校园卡 石舫 fy gsm 军训 强基
vx Hannya04⃣️040⃣️4
求捡到好心人戳戳🥹🥹没钥匙回不去寝室了",2023-06-08 01:49:12,text
5141726,,4,24,"想popi 
🚺",2023-06-08 01:51:26,text
5141727,,1,0,啊啊啊啊，我都快下头了，可是你的一条评论还是会让我好开心😭,2023-06-08 01:51:53,text
5141728,,2,15,popi,2023-06-08 01:51:56,text
5141729,,9,13,百大不会有人和我一样失败吧，两年前高考的时候少考几分现在是不是就快乐一些，而不是在贵校自我折磨,2023-06-08 01:53:14,text
5141730,,1,0,啊啊啊颖宝最近真的好美！,2023-06-08 01:54:09,text
5141731,,0,0,"这个点打王者嘴臭还赢了
结果对面有个人要真实我，问了半天明天高考，准考证都给我看了还真是
我只能说6",2023-06-08 01:54:15,text
5141732,,1,0,太折磨了 真的学不会交换代数和一些代数拓扑。。。学了也不会做题,2023-06-08 01:54:46,text
5141732,,1,0,太折磨了 真的学不会交换代数和一些代数拓扑。。。学了也不会做题,2023-06-08 01:54:46,text
5141733,,3,2,我好热但是舍友怕冷怎么办,2023-06-08 01:55:12,text
5141733,,3,2,我好热但是舍友怕冷怎么办,2023-06-08 01:55:12,text
5141734,,2,2,又一次因为室友的持续咳嗽无法入睡……,2023-06-08 01:55:36,text
5141734,,2,2,又一次因为室友的持续咳嗽无法入睡……,2023-06-08 01:55:36,text
5141735,,3,1,新鸿基明天面试吗，我去我以为下周四,2023-06-08 01:57:18,text
5141735,,3,1,新鸿基明天面试吗，我去我以为下周四,2023-06-08 01:57:18,text
5141736,,1,2,某蓝色,2023-06-08 01:57:24,text
5141736,,1,2,某蓝色,2023-06-08 01:57:24,text
5141737,,1,0,8个小时之后开始考试，dz开始复习,2023-06-08 01:57:30,text
5141737,,1,0,8个小时之后开始考试，dz开始复习,2023-06-08 01:57:30,text
5141738,,4,3,怎么医好无眠者半夜时的感性。,2023-06-08 01:58:15,text
5141738,,4,3,怎么医好无眠者半夜时的感性。,2023-06-08 01:58:15,text
5141739,,1,0,原神害人啊,2023-06-08 02:00:22,text
5141739,,1,0,原神害人啊,2023-06-08 02:00:22,text
5141740,,11,20,和好朋友一不小心酒后do了，事后对方比较崩溃，后悔怎么办？还有机会继续做朋友吗？,2023-06-08 02:00:44,text
5141740,,11,20,和好朋友一不小心酒后do了，事后对方比较崩溃，后悔怎么办？还有机会继续做朋友吗？,2023-06-08 02:00:44,text
5141741,,1,0,npy：理科生背东西确实烂,2023-06-08 02:02:04,text
5141741,,1,0,npy：理科生背东西确实烂,2023-06-08 02:02:04,text
5141742,,3,2,政管sg20 zwz xgg 有npy吗,2023-06-08 02:02:45,text
5141742,,3,2,政管sg20 zwz xgg 有npy吗,2023-06-08 02:02:45,text
5141743,,5,16,"怎么办怎么办怎么办要不要吃避孕药

刚开始do没经验，",2023-06-08 02:03:07,text
5141743,,5,16,"怎么办怎么办怎么办要不要吃避孕药

刚开始do没经验，",2023-06-08 02:03:07,text
5141744,,2,1,狗B舍友不睡觉还不停弄出声音，当其他人死的是吧😅,2023-06-08 02:03:12,text
5141744,,2,1,狗B舍友不睡觉还不停弄出声音，当其他人死的是吧😅,2023-06-08 02:03:12,text
5141745,,4,8,我终于出来了,2023-06-08 02:05:06,text
5141745,,4,8,我终于出来了,2023-06-08 02:05:06,text
5141746,,1,0,明明很累，但失眠了,2023-06-08 02:06:30,text
5141746,,1,0,明明很累，但失眠了,2023-06-08 02:06:30,text
5141747,,1,0,想收一份中美经贸关系的笔记,2023-06-08 02:06:45,text
5141747,,1,0,想收一份中美经贸关系的笔记,2023-06-08 02:06:45,text
5141748,,4,22,捞啊捞，不抱希望5137308,2023-06-08 02:07:27,text
5141748,,4,22,捞啊捞，不抱希望5137308,2023-06-08 02:07:27,text
5141749,,3,1,"#4565165 5月前 2022-12-30 17:104 1 
你说得对，但是全世界有6亿多人生活在强震带上，上个世纪约有200万人死于地震，预计二十一世纪将有约1500万人死于地震。历史记载全球死亡超过20万人的地震有6次，其中在中国就有4次。1914古登堡年首次估计出地核深度为2900km。断层的走向定义为上盘在右侧时看到的方向，从正北顺时针转，大小为0至360度。1880至1890 第一架具有科学意义而且较为实用的地震仪诞生。震源机制解中间黑的是逆断层。石油勘探分为钻探法、地球物理方法和地质法。鹫峰地震台(现在的北京国家地球观象台)是我国自建的最早的地震台。一个地区基本的烈度相当于 475 年一遇的最大地震烈度。此外，最古老的海洋地壳年龄大约为 2 亿年左右。",2023-06-08 02:09:29,text
5141749,,3,1,"#4565165 5月前 2022-12-30 17:104 1 
你说得对，但是全世界有6亿多人生活在强震带上，上个世纪约有200万人死于地震，预计二十一世纪将有约1500万人死于地震。历史记载全球死亡超过20万人的地震有6次，其中在中国就有4次。1914古登堡年首次估计出地核深度为2900km。断层的走向定义为上盘在右侧时看到的方向，从正北顺时针转，大小为0至360度。1880至1890 第一架具有科学意义而且较为实用的地震仪诞生。震源机制解中间黑的是逆断层。石油勘探分为钻探法、地球物理方法和地质法。鹫峰地震台(现在的北京国家地球观象台)是我国自建的最早的地震台。一个地区基本的烈度相当于 475 年一遇的最大地震烈度。此外，最古老的海洋地壳年龄大约为 2 亿年左右。",2023-06-08 02:09:29,text
5141750,,3,1,北大教了我无数种方式变优秀，却没有告诉我怎么接受自己的平凡,2023-06-08 02:09:50,text
5141750,,3,1,北大教了我无数种方式变优秀，却没有告诉我怎么接受自己的平凡,2023-06-08 02:09:50,text
5141751,,2,1,对一个很优秀的人有了好感，百度了一下才发现ta这么优秀……本来对自己就有些自卑😢现在更没有信心了，和ta除了公务也没有太多其他的联系,2023-06-08 02:10:02,text
5141751,,2,1,对一个很优秀的人有了好感，百度了一下才发现ta这么优秀……本来对自己就有些自卑😢现在更没有信心了，和ta除了公务也没有太多其他的联系,2023-06-08 02:10:02,text
5141752,,2,0,"信科20本 保软微的ic设计方向的专硕难度大吗，绩点40%，在相关的组里有过科研经历但是名额太紧俏了不知道能不能软微专硕用于保底(

tag 信科 软微 集成电路 设计 模拟 强基 电子",2023-06-08 02:11:43,text
5141752,,2,0,"信科20本 保软微的ic设计方向的专硕难度大吗，绩点40%，在相关的组里有过科研经历但是名额太紧俏了不知道能不能软微专硕用于保底(

tag 信科 软微 集成电路 设计 模拟 强基 电子",2023-06-08 02:11:43,text
5141753,,1,0,急收一个这样的毛线团，颜色肉色/浅黄等（跟图上这个颜色不一样就行）价格你定～,2023-06-08 02:12:30,image
5141753,,1,0,急收一个这样的毛线团，颜色肉色/浅黄等（跟图上这个颜色不一样就行）价格你定～,2023-06-08 02:12:30,image
5141754,,4,1,没想到这个梗居然能用上。,2023-06-08 02:13:09,image
5141754,,4,1,没想到这个梗居然能用上。,2023-06-08 02:13:09,image
5141755,,2,0,zkc 地震概论 地概 周五 经典三倍根号七的计算题，为什么不判断首波存在以及首波先到？,2023-06-08 02:13:44,text
5141755,,2,0,zkc 地震概论 地概 周五 经典三倍根号七的计算题，为什么不判断首波存在以及首波先到？,2023-06-08 02:13:44,text
5141756,,1,0,让米哈游赞助巴萨吧 这样就有钱把梅西签回来,2023-06-08 02:14:07,text
5141756,,1,0,让米哈游赞助巴萨吧 这样就有钱把梅西签回来,2023-06-08 02:14:07,text
5141757,,1,0,有人在为西方美术史通宵吗？,2023-06-08 02:14:59,text
5141758,,3,4,"只有想象牵着npy的手才能安心入睡
变成小朋友了呜呜呜",2023-06-08 02:15:55,text
5141759,,0,0,现在校医院能割包皮吗？快要放假了想着要不要去校医院解决掉,2023-06-08 02:16:17,text
5141760,,3,2,"求助
拔完智齿快两天了，基本不疼了，嘴巴已经可以缓慢张合
刚刚看了一下，发现拔完牙的洞里血凝块上面覆盖了像霉菌斑一样的白色物质
请问是正常的吗",2023-06-08 02:17:27,text
5141761,,2,1,麻了，舍友这呼噜……,2023-06-08 02:17:34,text
5141762,,0,0,🏆,2023-06-08 02:19:24,text
